Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,12,225179,REBAT SONOWAL,INR,1,12,225905,KRISHNA ENGINEERINGS,16-Feb-2024 12:37 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,13,225365,RITURAJ BORGOHAIN,INR,1,13,225014,MAHADEB DAS,12-Feb-2024 03:23 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,14,225381,Power Tools and Engineering,INR,1,14,223556,MAHESH ROY,01-Feb-2024 01:30 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,15,225417,Ilakshi Borgohain,INR,1,15,226338,NECCON POWER & INFRA LTD,17-Feb-2024 02:26 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,16,225486,DEVAJIT BORAH,INR,1,16,224067,PANKAJ CHUTIA,06-Feb-2024 02:18 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,17,225639,SURJIT CHANGMAI,INR,1,17,225381,Power Tools and Engineering,16-Feb-2024 11:25 AM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,18,225724,JAYSHREE ELECTRICALS,INR,1,18,224229,PRAFULLA DOLEY,07-Feb-2024 03:13 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,19,225905,KRISHNA ENGINEERINGS,INR,1,19,224414,PRIYA GOHAIN,08-Feb-2024 05:23 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,20,225942,GHANA KRISHNA BORGOHAIN,INR,1,20,226198,RAJMONI CHETIA,17-Feb-2024 02:58 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,21,225953,SSK INDUSTRIES,INR,1,21,226342,RANA GOGOI,17-Feb-2024 02:27 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,22,225965,RINTU DIHINGIA,INR,1,22,225179,REBAT SONOWAL,13-Feb-2024 10:39 AM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,23,226032,YOGYA PROJECTS,INR,1,23,225965,RINTU DIHINGIA,16-Feb-2024 03:16 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,24,226184,SRI PHIJU PEGU,INR,1,24,223559,RIPUN DAS,01-Feb-2024 01:38 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,25,226198,RAJMONI CHETIA,INR,1,25,225365,RITURAJ BORGOHAIN,14-Feb-2024 11:29 AM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,26,226278,GLOBAL POWER AND ENGINEERS,INR,1,26,226373,SHAMPAK BORAH,17-Feb-2024 02:56 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,27,226338,NECCON POWER & INFRA LTD,INR,1,27,226184,SRI PHIJU PEGU,17-Feb-2024 02:37 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,28,226342,RANA GOGOI,INR,1,28,225953,SSK INDUSTRIES,16-Feb-2024 03:06 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,29,226373,SHAMPAK BORAH,INR,1,29,225639,SURJIT CHANGMAI,15-Feb-2024 03:18 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,30,226403,Hitech Industries,INR,1,30,226032,YOGYA PROJECTS,16-Feb-2024 04:58 PM,Accepted-AOC,Awarded,11-Jul-2024 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
