Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,258586,GRAND MARK & ASSOCIATES,15-Feb-2025 07:55 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD AND TENDER PROCESSING FEE NOT DEPOSITED AS PER CLAUSE 11.9 OF THE TENDER DOCUMENT,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,258573,Hari Singh and Associates,16-Feb-2025 07:08 PM,Not Admitted-Fee/PreQual/Technical,Others-Exemption not available in specified category of service.,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,258635,KASG & Co.,16-Feb-2025 12:56 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD AND TENDER PROCESSING FEE NOT DEPOSITED AS PER CLAUSE 11.9 OF THE TENDER DOCUMENT,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,258649,Komandoor and Co LLP,16-Feb-2025 02:12 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD AND TENDER PROCESSING FEE NOT DEPOSITED AS PER CLAUSE 11.9 OF THE TENDER DOCUMENT,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,258794,m borar,17-Feb-2025 11:43 AM,Not Admitted-Fee/PreQual/Technical,Others-EMD AND TENDER PROCESSING FEE NOT DEPOSITED AS PER CLAUSE 11.9 OF THE TENDER DOCUMENT,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,258138,M/s. Borkar And Muzumdar,11-Feb-2025 02:52 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD amount and Tender fees not deposited as per Clause 11.9 of the Tender Document.,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,258564,M/s J N Gupta and Co,16-Feb-2025 11:53 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD amount and Tender fees not deposited as per Clause 11.9 of the Tender Document.,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,258597,M/S O.M Kejriwal & Co.,16-Feb-2025 08:12 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD AND TENDER PROCESSING FEE NOT DEPOSITED AS PER CLAUSE 11.9 OF THE TENDER DOCUMENT,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,258548,OP TOTLA & CO.,15-Feb-2025 03:20 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD amount and Tender fees not deposited as per Clause 11.9 of the Tender Document.,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,258583,Raj Har Gopal & Co.,15-Feb-2025 06:29 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD AND TENDER PROCESSING FEE NOT DEPOSITED AS PER CLAUSE 11.9 OF THE TENDER DOCUMENT,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,258302,RAMA K GUPTA AND CO.,13-Feb-2025 01:52 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD amount and Tender fees not deposited as per Clause 11.9 of the Tender Document.,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,258521,RAO AND EMMAR,17-Feb-2025 11:05 AM,Not Admitted-Fee/PreQual/Technical,Others-EMD amount and Tender fees not deposited as per Clause 11.9 of the Tender Document.,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,258748,"Sanjay Hazarika andCo., Chartered Accountants",17-Feb-2025 10:51 AM,Rejected-Technical,"Technically dis-qualified,price submitted in technical bid",26-Feb-2025 02:27 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,258665,Sarupria Somani & Associates,17-Feb-2025 11:58 AM,Accepted-AOC,CGM(Audit) /Establishment/ 2023/11/88/Pt-III/4 dated 13/03/025,09-Jun-2025 04:54 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,258720,SATENDRA GUPTA AND ASSOCIATES,16-Feb-2025 11:16 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD AND TENDER PROCESSING FEE NOT DEPOSITED AS PER CLAUSE 11.9 OF THE TENDER DOCUMENT,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,258460,S Guha & Associates,15-Feb-2025 08:27 PM,Not Admitted-Fee/PreQual/Technical,Others-EMD amount and Tender fees not deposited as per Clause 11.9 of the Tender Document.,21-Feb-2025 04:42 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,258814,Singhi & Co.,17-Feb-2025 12:27 PM,Rejected-Technical,Technically dis-qualified,26-Feb-2025 02:27 PM,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,258512,SPRKCO,15-Feb-2025 01:43 PM,Rejected-Technical,Technically dis-qualified,26-Feb-2025 02:27 PM,,,,,AOC
